year,agency_num,agency_name,triad_name,reassess_year
2009,042300000,COMMUNITY HIGH SCHOOL 234,North,0
2009,043010000,DUPAGE COMMUNITY COLLEGE DISTRICT 502,South,0
2009,043020000,TRITON COMMUNITY COLLEGE DISTRICT 504,City,1
2009,043030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,City,1
2009,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,North,0
2009,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,South,0
2009,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,City,1
2009,043070000,PRAIRIE STATE COMMUNITY COLLEGE DISTRICT 515,South,0
2009,043080000,MORAINE VALLEY COMMUNITY COLLEGE DISTRICT 524,City,1
2009,043090000,JOLIET COMMUNITY COLLEGE DISTRICT 525,South,0
2009,043100000,MORTON COMMUNITY COLLEGE DISTRICT 527,South,0
2009,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,City,1
2009,044010000,SCHOOL DISTRICT 46,North,0
2009,044020000,COMMUNITY UNIT SCHOOL DISTRICT 205,South,0
2009,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,North,0
2009,044030010,LAKE CO TAX OBJ CT ORD-220,North,0
2009,044060000,BOARD OF EDUCATION,City,1
2009,044070000,SCHOOL DISTRICT UNIT 300,North,0
2009,044080000,SCHOOL DISTRICT UNIT 401,North,0
2009,050010000,ALSIP PARK DISTRICT,South,0
2009,050020000,ARLINGTON HEIGHTS PARK DISTRICT,North,0
2009,050030000,BARRINGTON HILLS PARK DISTRICT,North,0
2009,050040000,BARRINGTON PARK DISTRICT,North,0
2009,050050000,BARTLETT PARK DISTRICT,North,0
2009,050060000,BEDFORD PARK PARK DISTRICT,South,0
2009,050070000,BENSENVILLE PARK DISTRICT,North,0
2009,050080000,BERKELEY PARK DISTRICT,South,0
2009,050090000,BERWYN PARK DISTRICT,South,0
2009,050100000,BLUE ISLAND PARK DISTRICT,South,0
2009,050110000,BRIDGEVIEW PARK DISTRICT,South,0
2009,050120000,BROADVIEW PARK DISTRICT,South,0
2009,050130000,BUFFALO GROVE PARK DISTRICT,North,0
2009,050140000,BURBANK PARK DISTRICT,South,0
2009,050150000,BURR RIDGE PARK DISTRICT,South,0
2009,050160000,CALUMET MEMORIAL PARK DISTRICT,South,0
2009,050180000,CENTRAL STICKNEY PARK DISTRICT,South,0
2009,050190000,CHICAGO HEIGHTS PARK DISTRICT,South,0
2009,050200000,CHICAGO PARK DISTRICT,City,1
2009,050200001,CHICAGO PARK DISTRICT AQUARIUM & MUSEUM BONDS,City,1
2009,050210000,CHICAGO RIDGE PARK DISTRICT,South,0
2009,050220000,CLYDE PARK DISTRICT,South,0
2009,050230000,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,South,0
2009,050240000,COUNTRY CLUB HILLS PARK DISTRICT,South,0
2009,050270000,DEERFIELD PARK DISTRICT,North,0
2009,050280000,DES PLAINES PARK DISTRICT,North,0
2009,050300000,DOLTON PARK DISTRICT,South,0
2009,050310000,DUNDEE TOWNSHIP PARK DISTRICT,NA,NA
2009,050320000,ELK GROVE PARK DISTRICT,North,0
2009,050330000,ELMHURST PARK DISTRICT,South,0
2009,050350000,FOREST PARK PARK DISTRICT,South,0
2009,050360000,FOREST VIEW PARK DISTRICT,South,0
2009,050370000,FRANKFORT PARK DISTRICT,South,0
2009,050380000,FRANKFORT SQUARE PARK DISTRICT,South,0
2009,050390000,GLENCOE PARK DISTRICT,North,0
2009,050400000,GLENVIEW PARK DISTRICT,North,0
2009,050410000,GOLF MAINE PARK DISTRICT,North,0
2009,050420000,HANOVER PARK PARK DISTRICT,North,0
2009,050430000,HARVEY PARK DISTRICT,South,0
2009,050440000,HAWTHORNE PARK DISTRICT,South,0
2009,050450000,HAZELCREST PARK DISTRICT,South,0
2009,050460000,HICKORY HILLS PARK DISTRICT,South,0
2009,050470000,HODGKINS PARK DISTRICT,South,0
2009,050480000,HOFFMAN ESTATES PARK DISTRICT,North,0
2009,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,South,0
2009,050500000,INVERNESS PARK DISTRICT,North,0
2009,050510000,IVANHOE PARK DISTRICT,South,0
2009,050520000,JUSTICE PARK DISTRICT,South,0
2009,050530000,KENILWORTH PARK DISTRICT,North,0
2009,050540000,LA GRANGE PARK DISTRICT,South,0
2009,050550000,LAN OAK PARK DISTRICT,South,0
2009,050560000,LEMONT PARK DISTRICT,South,0
2009,050570000,LIGHTHOUSE PARK DISTRICT OF EVANSTON,North,0
2009,050580000,MARKHAM PARK DISTRICT,South,0
2009,050600000,MAYWOOD PARK DISTRICT,South,0
2009,050610000,MC COOK PARK DISTRICT,South,0
2009,050630000,MEMORIAL PARK DISTRICT,South,0
2009,050640000,MIDLOTHIAN PARK DISTRICT,South,0
2009,050650000,MOKENA COMMUNITY PARK DISTRICT,South,0
2009,050650003,MOKENA COMMUNITY PARK DISTRICT BOND 2005,South,0
2009,050660000,MORTON GROVE PARK DISTRICT,North,0
2009,050670000,MT PROSPECT PARK DISTRICT,North,0
2009,050680000,NILES PARK DISTRICT,North,0
2009,050690000,NORRIDGE PARK DISTRICT,North,0
2009,050700000,NORTH BERWYN PARK DISTRICT,South,0
2009,050710000,NORTHBROOK PARK DISTRICT,North,0
2009,050720000,NORTHFIELD PARK DISTRICT,North,0
2009,050730000,OAK BROOK PARK DISTRICT,South,0
2009,050740000,OAK FOREST PARK DISTRICT,South,0
2009,050750000,OAK LAWN PARK DISTRICT,South,0
2009,050760000,OAK PARK PARK DISTRICT,South,0
2009,050770000,OLYMPIA FIELDS PARK DISTRICT,South,0
2009,050780000,PALATINE PARK DISTRICT,North,0
2009,050800000,PARK DISTRICT OF FRANKLIN PARK,North,0
2009,050810000,PARK RIDGE PARK DISTRICT,North,0
2009,050820000,PHOENIX PARK DISTRICT,South,0
2009,050830000,PLEASANTDALE PARK DISTRICT,South,0
2009,050850000,POSEN PARK DISTRICT,South,0
2009,050860000,PROSPECT HEIGHTS PARK DISTRICT,North,0
2009,050880000,RIDGEVILLE PARK DISTRICT,North,0
2009,050890000,RIVER FOREST PARK DISTRICT,South,0
2009,050900000,RIVER TRAILS PARK DISTRICT,North,0
2009,050920000,ROBBINS PARK DISTRICT,South,0
2009,050930000,ROLLING MEADOWS PARK DISTRICT,North,0
2009,050940000,ROSEMONT PARK DISTRICT,North,0
2009,050950000,SALT CREEK RURAL PARK DISTRICT,North,0
2009,050960000,SCHAUMBURG PARK DISTRICT,North,0
2009,050970000,SKOKIE PARK DISTRICT,North,0
2009,050980000,SOUTH BARRINGTON PARK DISTRICT,North,0
2009,051000000,STREAMWOOD PARK DISTRICT,North,0
2009,051010000,SUMMIT PARK DISTRICT,South,0
2009,051020000,TINLEY PARK PARK DISTRICT,South,0
2009,051030000,VETERANS PARK DISTRICT,North,0
2009,051050000,WESTCHESTER PARK DISTRICT,South,0
2009,051060000,WESTDALE PARK DISTRICT,North,0
2009,051070000,WESTERN SPRINGS PARK DISTRICT,South,0
2009,051080000,WHEELING PARK DISTRICT,North,0
2009,051090000,WILMETTE PARK DISTRICT,North,0
2009,051100000,WINNETKA PARK DISTRICT,North,0
2009,051200000,WORTH PARK DISTRICT,South,0
2009,060010000,ACORN PUBLIC LIBRARY DISTRICT,South,0
2009,060020000,ALSIP MERRIONETTE PARK PUBLIC LIBRARY DISTRICT,South,0
2009,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,North,0
2009,060040000,BARTLETT PUBLIC LIBRARY DISTRICT,North,0
2009,060050000,BEDFORD PARK PUBLIC LIBRARY DISTRICT,South,0
2009,060060000,BENSENVILLE COMMUNITY PUBLIC LIBRARY,North,0
2009,060080000,BROADVIEW PUBLIC LIBRARY DISTRICT,South,0
2009,060090000,CRESTWOOD PUBLIC LIBRARY DISTRICT,South,0
2009,060100000,DIXMOOR PUBLIC LIBRARY DISTRICT,South,0
2009,060110000,DOLTON PUBLIC LIBRARY DISTRICT,South,0
2009,060120000,EAST HAZELCREST PUBLIC LIBRARY DISTRICT,South,0
2009,060130000,EISENHOWER PUBLIC LIBRARY DISTRICT,North,0
2009,060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,South,0
2009,060150000,FRANKFORT PUBLIC LIBRARY DISTRICT,South,0
2009,060160000,FRANKLIN PARK PUBLIC LIBRARY DISTRICT,North,0
2009,060170000,GAIL BORDEN PUBLIC LIBRARY DISTRICT,North,0
2009,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,South,0
2009,060190000,GRANDE PRAIRIE PUBLIC LIBRARY DISTRICT,South,0
2009,060200000,GREEN HILLS PUBLIC LIBRARY DISTRICT,South,0
2009,060210000,HARVEY PUBLIC LIBRARY DISTRICT,South,0
2009,060220000,HODGKINS PUBLIC LIBRARY DISTRICT,South,0
2009,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,South,0
2009,060237000,INDIAN PRAIRIE LIBRARY DISTRICT,South,0
2009,060240000,INDIAN TRAILS PUBLIC LIBRARY DISTRICT,North,0
2009,060250000,JUSTICE PUBLIC LIBRARY DISTRICT,South,0
2009,060260000,KENILWORTH PUBLIC LIBRARY DISTRICT,North,0
2009,060270000,LA GRANGE PARK PUBLIC LIBRARY DISTRICT,South,0
2009,060280000,LEMONT PUBLIC LIBRARY DISTRICT,South,0
2009,060290000,LINCOLNWOOD PUBLIC LIBRARY DISTRICT,North,0
2009,060300000,MAYWOOD PUBLIC LIBRARY DISTRICT,South,0
2009,060310000,MC COOK PUBLIC LIBRARY DISTRICT,South,0
2009,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DISTRICT,South,0
2009,060330000,NILES PUBLIC LIBRARY DISTRICT,North,0
2009,060340000,NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT,South,0
2009,060350000,NORTHLAKE PUBLIC LIBRARY DISTRICT,North,0
2009,060360000,ORLAND HILLS PUBLIC LIBRARY DISTRICT,South,0
2009,060370000,PALATINE PUBLIC LIBRARY DISTRICT,North,0
2009,060380000,PHOENIX PUBLIC LIBRARY DISTRICT,South,0
2009,060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,North,0
2009,060400000,POSEN PUBLIC LIBRARY DISTRICT,South,0
2009,060410000,PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT,South,0
2009,060420000,PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT,North,0
2009,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,South,0
2009,060440000,RIVER GROVE PUBLIC LIBRARY DISTRICT,North,0
2009,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,South,0
2009,060460000,ROSELLE PUBLIC LIBRARY,North,0
2009,060480000,SCHAUMBURG TOWNSHIP DISTRICT PUBLIC LIBRARY,North,0
2009,060490000,STEGER SOUTH CHICAGO HEIGHTS PUBLIC LIBRARY DISTRICT,South,0
2009,060500000,STICKNEY FOREST VIEW PUBLIC LIBRARY DISTRICT,South,0
2009,060510000,SUMMIT PUBLIC LIBRARY DISTRICT,South,0
2009,060515000,UNIVERSITY PARK PUBLIC LIBRARY DISTRICT,South,0
2009,060520000,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,South,0
2009,060530000,WILMETTE PUBLIC LIBRARY DISTRICT,North,0
2009,060540000,WINNETKA - NORTHFIELD PUBLIC LIBRARY DISTRICT,North,0
2009,060550000,WORTH PUBLIC LIBRARY DISTRICT,South,0
2009,070010000,BARRINGTON COUNTRYSIDE FIRE PROTECTION DISTRICT,North,0
2009,070020000,BARTLETT FIRE PROTECTION DISTRICT,North,0
2009,070025000,BENSENVILLE FIRE PROTECTION DISTRICT 2,North,0
2009,070040000,CENTRAL STICKNEY FIRE PROTECTION DISTRICT,South,0
2009,070070000,COUNTRY CLUB HILLS FIRE PROTECTION DISTRICT,South,0
2009,070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROTECTION DISTRICT,North,0
2009,070100000,ELK GROVE RURAL FIRE PROTECTION DISTRICT,North,0
2009,070110000,FOREST RIVER FIRE PROTECTION DISTRICT,North,0
2009,070120000,FOREST VIEW FIRE PROTECTION DISTRICT,North,0
2009,070130000,GARDEN HOMES FIRE PROTECTION DISTRICT,South,0
2009,070140000,GLENBROOK FIRE DISTRICT,North,0
2009,070190000,HOFFMAN ESTATES FIRE PROTECTION DISTRICT 1,North,0
2009,070200000,HOLBROOK FIRE PROTECTION DISTRICT,South,0
2009,070210000,HOMETOWN FIRE PROTECTION DISTRICT,South,0
2009,070220000,LEMONT FIRE PROTECTION DISTRICT,South,0
2009,070230000,LEYDEN FIRE PROTECTION DISTRICT,North,0
2009,070240000,LONG GROVE FIRE PROTECTION DISTRICT,North,0
2009,070250000,MILLER WOODS FIRE PROTECTION DISTRICT,South,0
2009,070270000,MOKENA FIRE PROTECTION DISTRICT,South,0
2009,070290000,NORTH LAKE FIRE PROTECTION DISTRICT,North,0
2009,070310000,NORTH MAINE FIRE PROTECTION DISTRICT,North,0
2009,070320000,NORTH PALOS FIRE PROTECTION DISTRICT,South,0
2009,070330000,NORTHBROOK RURAL FIRE PROTECTION DISTRICT,North,0
2009,070340000,NORTHWEST HOMER FIRE PROTECTION DISTRICT,South,0
2009,070350000,NORWOOD PARK FIRE PROTECTION DISTRICT,North,0
2009,070370000,OLYMPIA GARDENS FIRE PROTECTION DISTRICT,South,0
2009,070380000,ORLAND FIRE PROTECTION DISTRICT,South,0
2009,070390000,PALATINE RURAL FIRE PROTECTION DISTRICT,North,0
2009,070400000,PALOS FIRE PROTECTION DISTRICT,South,0
2009,070410000,PALOS HEIGHTS FIRE PROTECTION DISTRICT,South,0
2009,070440000,PLEASANT VIEW FIRE PROTECTION DISTRICT,South,0
2009,070450000,PROSPECT HEIGHTS FIRE PROTECTION DISTRICT,North,0
2009,070470000,RIVERSIDE LAWN FIRE PROTECTION DISTRICT,South,0
2009,070480000,ROBERTS PARK FIRE PROTECTION DISTRICT,South,0
2009,070500000,ROSELLE FIRE PROTECTION DISTRICT,North,0
2009,070520000,SUNNYCREST FIRE PROTECTION DISTRICT,South,0
2009,070530000,YORKFIELD FIRE PROTECTION DISTRICT,South,0
2009,080030000,CENTRAL STICKNEY SANITARY DISTRICT,South,0
2009,080050000,CRAWFORD COUNTRYSIDE SANITARY DISTRICT,South,0
2009,080070000,FOREST RIVER SANITARY DISTRICT,North,0
2009,080080000,FOX RIVER WATER RECLAMATION DISTRICT,North,0
2009,080090000,GARDEN HOMES SANITARY DISTRICT,South,0
2009,080110000,GLENBROOK SANITARY DISTRICT,North,0
2009,080150000,KIMBERLY HEIGHTS SANITARY DISTRICT,South,0
2009,080160000,LA GRANGE HIGHLANDS SANITARY DISTRICT,South,0
2009,080180000,METRO WATER RECLAMATION DISTRICT OF GREATER CHICAGO,City,1
2009,080190000,MISSION BROOK SANITARY DISTRICT,North,0
2009,080200000,NORTHFIELD WOODS SANITARY DISTRICT,North,0
2009,080220000,OAK MEADOW SANITARY DISTRICT,North,0
2009,080230000,OLD TOWN SANITARY DISTRICT,North,0
2009,080260000,PLUM GROVE ESTATES SANITARY DISTRICT,North,0
2009,080270000,PLUM GROVE WOODLANDS SANITARY DISTRICT,North,0
2009,080320000,SOUTH LYONS TOWNSHIP SANITARY DISTRICT,South,0
2009,080330000,SOUTH PALOS TOWNSHIP SANITARY DISTRICT,South,0
2009,080340000,SOUTH STICKNEY SANITARY DISTRICT,South,0
2009,080350000,THORN CREEK BASIN SANITARY DISTRICT,South,0
2009,080350100,THORN CREEK BASIN SANITARY DISTRICT SPECIAL SERVICE AREA 2006 - 1,South,0
2009,080390000,WOODLEY ROAD SANITARY DISTRICT,North,0
2009,080390100,WOODLEY ROAD SANITARY DISTRICT SPECIAL SERVICE AREA 1,North,0
2009,090010000,DES PLAINES VALLEY MOSQUITO ABATEMENT DISTRICT,South,0
2009,090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,North,0
2009,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,North,0
2009,090040000,SOUTH COOK COUNTY MOSQUITO ABATEMENT DISTRICT,City,1
2009,100010000,FOREST RIVER STREET LIGHTING DISTRICT,North,0
2009,100020000,NORWOOD PARK STREET LIGHTING,North,0
2009,110020000,NORTHWEST HOME EQUITY ASSURANCE,City,1
2009,110030000,SOUTHWEST HOME EQUITY ASSURANCE,City,1
2009,110040000,SOUTHWEST HOME EQUITY ASSURANCE 1,City,1
2009,130030000,UNION DRAINAGE DISTRICT 1,North,0
2009,130040000,ADDISON CREEK RIVER CONSERVANCY DISTRICT,North,0
2009,990010000,DUPAGE WATER COMMISSION,North,0
2010,010010000,COUNTY OF COOK,City,0
2010,010010001,CONSOLIDATED ELECTIONS,North,1
2010,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,City,0
2010,020010000,TOWN BARRINGTON,North,1
2010,020010002,GENERAL ASSISTANCE BARRINGTON,North,1
2010,020010003,ROAD AND BRIDGE BARRINGTON,North,1
2010,020020000,TOWN BERWYN,South,0
2010,020020002,GENERAL ASSISTANCE BERWYN,South,0
2010,020020004,BERWYN TOWNSHIP COMMUNITY MENTAL HEALTH DISTRICT,South,0
2010,020020005,PUBLIC HEALTH BERWYN,South,0
2010,020030000,TOWN BLOOM,South,0
2010,020030002,GENERAL ASSISTANCE BLOOM,South,0
2010,020030003,ROAD AND BRIDGE BLOOM,South,0
2010,020040000,TOWN BREMEN,South,0
2010,020040002,GENERAL ASSISTANCE BREMEN,South,0
2010,020040003,ROAD AND BRIDGE BREMEN,South,0
2010,020050000,TOWN CALUMET,South,0
2010,020050002,GENERAL ASSISTANCE CALUMET,South,0
2010,020050003,ROAD AND BRIDGE CALUMET,South,0
2010,020060000,TOWN CICERO,South,0
2010,020060001,TOWN OF CICERO LIBRARY FUND,South,0
2010,020060002,GENERAL ASSISTANCE CICERO,South,0
2010,020060004,CICERO COMMUNITY MENTAL HEALTH FUND,South,0
2010,020060100,TOWN OF CICERO SPECIAL SERVICE AREA 2,South,0
2010,020070000,TOWN ELK GROVE,North,1
2010,020070002,GENERAL ASSISTANCE ELK GROVE,North,1
2010,020070003,ROAD AND BRIDGE ELK GROVE,North,1
2010,020080000,TOWN OF EVANSTON,North,1
2010,020080002,GENERAL ASSISTANCE EVANSTON,North,1
2010,020090000,TOWN OF HANOVER,North,1
2010,020090002,GENERAL ASSISTANCE HANOVER,North,1
2010,020090003,ROAD AND BRIDGE HANOVER,North,1
2010,020090004,COMMUNITY MENTAL HEALTH FACILITIES & SERVICE DISTRICT,North,1
2010,020100000,TOWN LEMONT,South,0
2010,020100002,GENERAL ASSISTANCE LEMONT,South,0
2010,020100003,ROAD AND BRIDGE LEMONT,South,0
2010,020110000,TOWN LEYDEN,North,1
2010,020110002,GENERAL ASSISTANCE LEYDEN,North,1
2010,020110003,ROAD AND BRIDGE LEYDEN,North,1
2010,020110007,LEYDEN TOWNSHIP SPECIAL REFUSE COLLECTION DISTRICT,North,1
2010,020110008,TOWN LEYDEN - WESTDALE PARK DISTRICT,North,1
2010,020120000,TOWN LYONS,South,0
2010,020120002,GENERAL ASSISTANCE LYONS,South,0
2010,020120003,ROAD AND BRIDGE LYONS,South,0
2010,020120004,LYONS MENTAL HEALTH,South,0
2010,020120006,LYONS TOWNSHIP SPECIAL POLICE DISTRICT,South,0
2010,020130000,TOWN MAINE,North,1
2010,020130002,GENERAL ASSISTANCE MAINE,North,1
2010,020130003,ROAD AND BRIDGE MAINE,North,1
2010,020140000,TOWN NEW TRIER,North,1
2010,020140002,GENERAL ASSISTANCE NEW TRIER,North,1
2010,020140003,ROAD AND BRIDGE NEW TRIER,North,1
2010,020150000,TOWN NILES,North,1
2010,020150002,GENERAL ASSISTANCE NILES,North,1
2010,020150003,ROAD AND BRIDGE NILES,North,1
2010,020160000,TOWN NORTHFIELD,North,1
2010,020160002,GENERAL ASSISTANCE NORTHFIELD,North,1
2010,020160003,ROAD AND BRIDGE NORTHFIELD,North,1
2010,020160006,NORTHFIELD TOWNSHIP SPECIAL POLICE DISTRICT,North,1
2010,020170000,TOWN NORWOOD PARK,North,1
2010,020170002,GENERAL ASSISTANCE NORWOOD PARK,North,1
2010,020170003,ROAD AND BRIDGE NORWOOD PARK,North,1
2010,020170006,NORWOOD PARK TOWNSHIP SPECIAL POLICE DISTRICT,North,1
2010,020180000,TOWN OAK PARK,South,0
2010,020180002,GENERAL ASSISTANCE OAK PARK,South,0
2010,020180004,OAK PARK MENTAL HEALTH DISTRICT,South,0
2010,020190000,TOWN ORLAND,South,0
2010,020190002,GENERAL ASSISTANCE ORLAND,South,0
2010,020190003,ROAD AND BRIDGE ORLAND,South,0
2010,020200000,TOWN PALATINE,North,1
2010,020200002,GENERAL ASSISTANCE PALATINE,North,1
2010,020200003,ROAD AND BRIDGE PALATINE,North,1
2010,020210000,TOWN OF PALOS,South,0
2010,020210002,GENERAL ASSISTANCE PALOS,South,0
2010,020210003,ROAD AND BRIDGE PALOS,South,0
2010,020220000,TOWN PROVISO,South,0
2010,020220002,GENERAL ASSISTANCE PROVISO,South,0
2010,020220003,ROAD AND BRIDGE PROVISO,South,0
2010,020220004,MENTAL HEALTH DISTRICT PROVISO,South,0
2010,020230000,TOWN RICH,South,0
2010,020230002,GENERAL ASSISTANCE RICH,South,0
2010,020230003,ROAD AND BRIDGE RICH,South,0
2010,020240000,TOWN RIVER FOREST,South,0
2010,020240002,GENERAL ASSISTANCE RIVER FOREST,South,0
2010,020250000,TOWN RIVERSIDE,South,0
2010,020250002,GENERAL ASSISTANCE RIVERSIDE,South,0
2010,020250003,ROAD AND BRIDGE RIVERSIDE,South,0
2010,020250004,RIVERSIDE MENTAL HEALTH DISTRICT,South,0
2010,020260000,TOWN SCHAUMBURG,North,1
2010,020260002,GENERAL ASSISTANCE SCHAUMBURG,North,1
2010,020260003,ROAD AND BRIDGE SCHAUMBURG,North,1
2010,020260006,SCHAUMBURG TOWNSHIP SPECIAL POLICE DISTRICT,North,1
2010,020270000,TOWN STICKNEY,South,0
2010,020270002,GENERAL ASSISTANCE STICKNEY,South,0
2010,020270003,ROAD AND BRIDGE STICKNEY,South,0
2010,020270004,STICKNEY PUBLIC HEALTH DISTRICT,South,0
2010,020270100,STICKNEY TOWNSHIP SPECIAL SERVICE AREA 1,South,0
2010,020270101,STICKNEY TOWNSHIP SPECIAL SERVICE AREA 2,South,0
2010,020280000,TOWN THORNTON,South,0
2010,020280002,GENERAL ASSISTANCE THORNTON,South,0
2010,020280003,ROAD AND BRIDGE THORNTON,South,0
2010,020290000,TOWN WHEELING,North,1
2010,020290002,GENERAL ASSISTANCE WHEELING,North,1
2010,020290003,ROAD AND BRIDGE WHEELING,North,1
2010,020300000,TOWN OF WORTH,South,0
2010,020300002,GENERAL ASSISTANCE WORTH,South,0
2010,020300003,ROAD AND BRIDGE WORTH,South,0
2010,020300100,WORTH TOWNSHIP SPECIAL SERVICE AREA 1,South,0
2010,030010000,VILLAGE OF ALSIP,South,0
2010,030010104,VILLAGE OF ALSIP SPECIAL SERVICE AREA 6,South,0
2010,030010105,VILLAGE OF ALSIP SPECIAL SERVICE AREA 7,South,0
2010,030010106,VILLAGE OF ALSIP SPECIAL SERVICE AREA 8,South,0
2010,030010107,VILLAGE OF ALSIP SPECIAL SERVICE AREA 9,South,0
2010,030010108,VILLAGE OF ALSIP SPECIAL SERVICE AREA 10,South,0
2010,030010109,VILLAGE OF ALSIP SPECIAL SERVICE AREA 11,South,0
2010,030010110,VILLAGE OF ALSIP SPECIAL SERVICE AREA 12,South,0
2010,030010111,VILLAGE OF ALSIP SPECIAL SERVICE AREA 13,South,0
2010,030010112,VILLAGE OF ALSIP SPECIAL SERVICE AREA 14,South,0
2010,030020000,VILLAGE OF ARLINGTON HEIGHTS,North,1
2010,030020001,VILLAGE OF ARLINGTON HEIGHTS LIBRARY FUND,North,1
2010,030030000,VILLAGE OF BARRINGTON,North,1
2010,030030100,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA,North,1
2010,030030101,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 2,North,1
2010,030030102,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 4,North,1
2010,030030103,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 6,North,1
2010,030030110,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 16,North,1
2010,030030111,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 17,NA,NA
2010,030040000,VILLAGE OF BARRINGTON HILLS,North,1
2010,030050000,VILLAGE OF BARTLETT,North,1
2010,030050101,VILLAGE OF BARTLETT SPECIAL SERVICE AREA / INVERNESS 1,North,1
2010,030050102,VILLAGE OF BARTLETT SPECIAL SERVICE AREA CENTEX ONE,North,1
2010,030050104,VILLAGE OF BARTLETT SPECIAL SERVICE AREA / AMBER GROVE UT 6 & 7,North,1
2010,030050106,VILLAGE OF BARTLETT SPECIAL SERVICE AREA 1 / BLUFF CITY,North,1
2010,030060000,VILLAGE OF BEDFORD PARK,South,0
2010,030070000,VILLAGE OF BELLWOOD,South,0
2010,030070001,VILLAGE OF BELLWOOD LIBRARY FUND,South,0
2010,030080000,VILLAGE OF BENSENVILLE,North,1
2010,030090000,VILLAGE OF BERKELEY,South,0
2010,030090001,VILLAGE OF BERKELEY LIBRARY FUND,South,0
2010,030100000,CITY OF BERWYN,South,0
2010,030100001,CITY OF BERWYN LIBRARY FUND,South,0
2010,030100100,CITY OF BERWYN SPECIAL SERVICE AREA A (CERMAK RD),South,0
2010,030110000,CITY OF BLUE ISLAND,South,0
2010,030110001,CITY OF BLUE ISLAND LIBRARY FUND,South,0
2010,030120000,VILLAGE OF BRIDGEVIEW,South,0
2010,030120001,VILLAGE OF BRIDGEVIEW LIBRARY FUND,South,0
2010,030120100,VILLAGE OF BRIDGEVIEW SPECIAL SERVICE AREA 1,South,0
2010,030120101,VILLAGE OF BRIDGEVIEW SPECIAL SERVICE AREA 2,South,0
2010,030120102,VILLAGE OF BRIDGEVIEW SPECIAL SERVICE AREA 3,South,0
2010,030120103,VILLAGE OF BRIDGEVIEW SPECIAL SERVICE AREA 4,South,0
2010,030120104,VILLAGE OF BRIDGEVIEW SPECIAL SERVICE AREA 5,South,0
2010,030130000,VILLAGE OF BROADVIEW,South,0
2010,030140000,VILLAGE OF BROOKFIELD,South,0
2010,030140001,VILLAGE OF BROOKFIELD LIBRARY FUND,South,0
2010,030140100,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 1,South,0
2010,030140101,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 2,South,0
2010,030140102,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 3,South,0
2010,030140103,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 4,South,0
2010,030140104,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 5,South,0
2010,030140105,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 6,South,0
2010,030140106,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 7,South,0
2010,030150000,VILLAGE OF BUFFALO GROVE,North,1
2010,030150100,VILLAGE OF BUFFALO GROVE SPECIAL SERVICE AREA 1,North,1
2010,030150101,VILLAGE OF BUFFALO GROVE SPECIAL SERVICE AREA 2,North,1
2010,030150102,VILLAGE OF BUFFALO GROVE SPECIAL SERVICE AREA 3,North,1
2010,030160000,CITY OF BURBANK,South,0
2010,030160126,CITY OF BURBANK SPECIAL SERVICE AREA 30,South,0
2010,030160127,CITY OF BURBANK SPECIAL SERVICE AREA 33,South,0
2010,030160128,CITY OF BURBANK SPECIAL SERVICE AREA 36,South,0
2010,030160129,CITY OF BURBANK SPECIAL SERVICE AREA 37,South,0
2010,030160130,CITY OF BURBANK SPECIAL SERVICE AREA 38,South,0
